1162,"[0, 107, 47, 9062, 0]","[1, 153, 59, 9641, 0]","[2, 229, 26, 7821, 0]","[3, 133, 52, 9686, 0]"
1163,"[0, 226, 82, 7575, 0]","[1, 83, 79, 6933, 0]","[2, 66, 20, 2763, 0]","[3, 263, 34, 8727, 0]"
1154,"[0, 142, 28, 541, 0]","[1, 160, 87, 8036, 0]","[2, 88, 35, 6479, 0]","[3, 285, 37, 4910, 0]"
1151,"[0, 144, 86, 9486, 0]","[1, 65, 10, 7340, 0]","[2, 273, 45, 9949, 0]","[3, 154, 8, 5015, 0]"
1150,"[0, 229, 47, 7637, 0]","[1, 81, 63, 5352, 0]","[2, 157, 9, 3228, 0]","[3, 178, 38, 7870, 0]"
103,"[0, 193, 81, 3721, 0]","[1, 111, 100, 9475, 0]","[2, 62, 96, 1747, 0]","[3, 143, 15, 5843, 0]"
64,"[0, 280, 39, 9797, 0]","[1, 182, 82, 6297, 0]","[2, 190, 32, 3258, 0]","[3, 160, 27, 4055, 0]"
558,"[0, 296, 26, 1027, 0]","[1, 238, 28, 1712, 0]","[2, 283, 90, 3663, 0]","[3, 127, 23, 2819, 0]"
557,"[0, 274, 69, 2242, 0]","[1, 230, 49, 7894, 0]","[2, 90, 52, 7224, 0]","[3, 79, 94, 5392, 0]"
127,"[0, 200, 83, 9156, 0]","[1, 183, 7, 8257, 0]","[2, 124, 97, 1936, 0]","[3, 210, 67, 2584, 0]"
119,"[0, 193, 68, 7450, 0]","[1, 292, 18, 3674, 0]","[2, 136, 82, 3698, 0]","[3, 123, 25, 6713, 0]"
1560,"[0, 72, 47, 7922, 0]","[1, 284, 35, 4128, 0]","[2, 220, 59, 8261, 0]","[3, 109, 26, 7992, 0]"
193,"[0, 226, 61, 8705, 0]","[1, 177, 2, 5998, 0]","[2, 182, 49, 5574, 0]","[3, 281, 39, 4467, 0]"
694,"[0, 274, 50, 2316, 0]","[1, 198, 95, 1035, 0]","[2, 122, 42, 8676, 0]","[3, 220, 9, 7902, 0]"
695,"[0, 75, 83, 8062, 0]","[1, 207, 100, 1874, 0]","[2, 66, 14, 1604, 0]","[3, 189, 37, 6959, 0]"
696,"[0, 120, 24, 7765, 0]","[1, 256, 30, 3834, 0]","[2, 287, 10, 45, 0]","[3, 85, 80, 3947, 0]"
1057,"[0, 282, 31, 6346, 0]","[1, 137, 9, 5121, 0]","[2, 118, 42, 2628, 0]","[3, 226, 92, 5049, 0]"
1056,"[0, 89, 25, 8563, 0]","[1, 192, 80, 4918, 0]","[2, 197, 92, 9111, 0]","[3, 98, 25, 224, 0]"
291,"[0, 116, 84, 712, 0]","[1, 277, 44, 1779, 0]","[2, 50, 28, 8825, 0]","[3, 213, 48, 6883, 0]"
290,"[0, 107, 32, 9266, 0]","[1, 215, 80, 2915, 0]","[2, 57, 82, 2994, 0]","[3, 106, 89, 9489, 0]"
289,"[0, 53, 94, 3316, 0]","[1, 94, 30, 817, 0]","[2, 171, 60, 6512, 0]","[3, 219, 37, 6140, 0]"
1677,"[0, 61, 92, 6869, 0]","[1, 100, 31, 3036, 0]","[2, 252, 74, 2338, 0]","[3, 114, 87, 3179, 0]"
1716,"[0, 65, 50, 2346, 0]","[1, 185, 26, 2963, 0]","[2, 158, 83, 6056, 0]","[3, 246, 34, 2135, 0]"
720,"[0, 154, 34, 507, 0]","[1, 153, 28, 3570, 0]","[2, 259, 88, 1153, 0]","[3, 280, 14, 8567, 0]"
721,"[0, 213, 71, 5577, 0]","[1, 123, 46, 1587, 0]","[2, 152, 13, 6295, 0]","[3, 76, 53, 7137, 0]"
722,"[0, 91, 19, 8833, 0]","[1, 109, 80, 6712, 0]","[2, 91, 72, 7184, 0]","[3, 297, 33, 8322, 0]"
1717,"[0, 254, 77, 4183, 0]","[1, 121, 79, 2088, 0]","[2, 92, 85, 4650, 0]","[3, 236, 42, 4439, 0]"
1024,"[0, 55, 10, 8714, 0]","[1, 53, 89, 9462, 0]","[2, 229, 59, 402, 0]","[3, 190, 27, 5744, 0]"
1025,"[0, 225, 72, 8487, 0]","[1, 294, 33, 1161, 0]","[2, 179, 2, 2366, 0]","[3, 156, 76, 1273, 0]"
1026,"[0, 265, 91, 589, 0]","[1, 215, 96, 8821, 0]","[2, 96, 43, 7648, 0]","[3, 65, 16, 954, 0]"
748,"[0, 248, 17, 3290, 0]","[1, 292, 86, 8835, 0]","[2, 53, 96, 9777, 0]","[3, 266, 31, 628, 0]"
660,"[0, 207, 64, 7212, 0]","[1, 55, 8, 1608, 0]","[2, 98, 5, 8367, 0]","[3, 106, 96, 232, 0]"
96,"[0, 86, 68, 7625, 0]","[1, 102, 36, 59, 0]","[2, 252, 84, 2745, 0]","[3, 248, 49, 9048, 0]"
159,"[0, 176, 54, 3306, 0]","[1, 71, 22, 1555, 0]","[2, 290, 100, 1792, 0]","[3, 223, 86, 1137, 0]"
260,"[0, 76, 20, 5778, 1]","[1, 225, 100, 9260, 0]","[2, 103, 27, 3118, 0]","[3, 109, 43, 6944, 0]"
1078,"[0, 260, 4, 9005, 0]","[1, 219, 80, 5171, 0]","[2, 105, 1, 2343, 0]","[3, 72, 27, 6676, 0]"
979,"[0, 150, 57, 3181, 0]","[1, 180, 81, 6787, 0]","[2, 143, 68, 2456, 0]","[3, 270, 97, 9861, 0]"
982,"[0, 262, 94, 8356, 0]","[1, 85, 59, 4388, 0]","[2, 94, 52, 7634, 0]","[3, 89, 58, 589, 0]"
981,"[0, 106, 56, 4410, 0]","[1, 251, 98, 4808, 0]","[2, 134, 8, 2866, 0]","[3, 167, 56, 3667, 0]"
903,"[0, 172, 37, 4035, 0]","[1, 155, 98, 5271, 0]","[2, 129, 95, 326, 0]","[3, 133, 100, 5587, 0]"
1362,"[0, 234, 64, 8208, 0]","[1, 275, 15, 5628, 0]","[2, 178, 27, 9302, 0]","[3, 245, 13, 4977, 0]"
39,"[0, 91, 96, 6429, 0]","[1, 208, 30, 4666, 0]","[2, 272, 68, 4421, 0]","[3, 144, 45, 6538, 0]"
38,"[0, 180, 30, 7903, 0]","[1, 99, 12, 386, 0]","[2, 53, 38, 2341, 0]","[3, 70, 25, 2164, 0]"
41,"[0, 201, 62, 132, 0]","[1, 197, 28, 4747, 0]","[2, 239, 5, 9991, 0]","[3, 75, 58, 5943, 0]"
100,"[0, 294, 86, 7666, 0]","[1, 247, 93, 4963, 0]","[2, 149, 20, 8333, 0]","[3, 64, 34, 8960, 0]"
165,"[0, 67, 16, 3528, 0]","[1, 59, 21, 7982, 0]","[2, 225, 30, 7942, 0]","[3, 124, 84, 3183, 0]"
164,"[0, 164, 9, 2481, 0]","[1, 221, 47, 3098, 0]","[2, 134, 74, 5502, 0]","[3, 218, 63, 8482, 0]"
854,"[0, 191, 19, 1160, 0]","[1, 293, 83, 2684, 0]","[2, 218, 56, 3564, 0]","[3, 209, 83, 6186, 0]"
1283,"[0, 53, 20, 6476, 0]","[1, 145, 55, 3187, 0]","[2, 54, 2, 2149, 0]","[3, 237, 41, 7636, 0]"
1100,"[0, 211, 96, 4088, 0]","[1, 299, 92, 4175, 0]","[2, 106, 8, 4028, 0]","[3, 50, 76, 6395, 0]"
1101,"[0, 168, 79, 7235, 0]","[1, 146, 48, 9525, 0]","[2, 117, 93, 6578, 0]","[3, 289, 92, 8916, 0]"
1555,"[0, 142, 57, 867, 0]","[1, 55, 57, 1760, 0]","[2, 114, 57, 4971, 1]","[3, 182, 36, 3533, 0]"
1023,"[0, 234, 98, 1764, 0]","[1, 209, 81, 5176, 0]","[2, 100, 55, 7361, 0]","[3, 237, 76, 1386, 0]"
1102,"[0, 218, 95, 9551, 0]","[1, 244, 79, 2613, 0]","[2, 78, 13, 1187, 0]","[3, 107, 61, 8157, 0]"
1103,"[0, 263, 75, 7728, 0]","[1, 134, 95, 6733, 0]","[2, 76, 12, 6101, 0]","[3, 288, 74, 3030, 0]"
1104,"[0, 300, 1, 6734, 0]","[1, 193, 28, 4666, 0]","[2, 132, 0, 9455, 0]","[3, 59, 85, 7311, 0]"
1105,"[0, 202, 98, 7352, 0]","[1, 155, 35, 3780, 0]","[2, 201, 74, 521, 0]","[3, 176, 50, 305, 0]"
1106,"[0, 154, 10, 9778, 0]","[1, 157, 0, 2433, 0]","[2, 282, 85, 3956, 0]","[3, 149, 55, 9349, 0]"
1494,"[0, 154, 34, 1852, 0]","[1, 201, 66, 119, 0]","[2, 244, 4, 2845, 0]","[3, 146, 18, 7813, 0]"
1495,"[0, 238, 56, 426, 0]","[1, 180, 71, 6158, 0]","[2, 150, 82, 1232, 0]","[3, 134, 87, 1414, 0]"
1228,"[0, 231, 15, 1799, 0]","[1, 90, 76, 4521, 0]","[2, 219, 24, 7941, 0]","[3, 265, 90, 1141, 0]"
1093,"[0, 180, 47, 2416, 0]","[1, 74, 18, 8407, 0]","[2, 156, 3, 3435, 0]","[3, 192, 29, 1503, 0]"
445,"[0, 197, 91, 6253, 0]","[1, 84, 95, 7308, 0]","[2, 216, 71, 1135, 0]","[3, 266, 44, 9842, 0]"
69,"[0, 259, 8, 6028, 0]","[1, 176, 20, 6159, 0]","[2, 64, 12, 4935, 0]","[3, 210, 46, 210, 0]"
139,"[0, 167, 33, 6330, 0]","[1, 234, 88, 9511, 0]","[2, 236, 87, 3733, 0]","[3, 123, 28, 9916, 0]"
267,"[0, 159, 33, 1867, 0]","[1, 104, 54, 2542, 0]","[2, 266, 59, 5580, 0]","[3, 291, 29, 2606, 0]"
268,"[0, 156, 28, 9681, 0]","[1, 243, 59, 164, 0]","[2, 64, 95, 8293, 0]","[3, 123, 9, 7330, 0]"
706,"[0, 226, 49, 7524, 0]","[1, 297, 49, 7821, 0]","[2, 60, 71, 9588, 0]","[3, 99, 67, 8677, 0]"
444,"[0, 220, 88, 5893, 0]","[1, 61, 92, 7508, 0]","[2, 89, 23, 5705, 0]","[3, 264, 65, 6630, 0]"
435,"[0, 105, 57, 5081, 0]","[1, 122, 6, 9244, 0]","[2, 215, 17, 4908, 0]","[3, 72, 86, 838, 1]"
434,"[0, 128, 1, 863, 0]","[1, 70, 44, 1299, 0]","[2, 124, 55, 9962, 0]","[3, 257, 91, 6181, 0]"
1,"[0, 206, 27, 9709, 0]","[1, 130, 94, 3200, 0]","[2, 225, 52, 7428, 0]","[3, 111, 6, 2107, 0]"
2,"[0, 184, 66, 1795, 0]","[1, 188, 16, 1916, 0]","[2, 132, 2, 5708, 0]","[3, 243, 10, 9844, 0]"
3,"[0, 60, 14, 1301, 0]","[1, 219, 60, 1100, 0]","[2, 283, 15, 2316, 0]","[3, 196, 3, 3977, 0]"
25,"[0, 177, 19, 3974, 0]","[1, 233, 50, 8947, 0]","[2, 217, 39, 5320, 0]","[3, 236, 54, 3552, 0]"
23,"[0, 102, 46, 6782, 0]","[1, 231, 54, 5170, 0]","[2, 83, 88, 9944, 0]","[3, 229, 79, 8674, 0]"
288,"[0, 79, 90, 1285, 0]","[1, 288, 93, 7491, 0]","[2, 183, 40, 7839, 0]","[3, 124, 35, 8379, 0]"
719,"[0, 90, 23, 2107, 0]","[1, 228, 53, 6205, 0]","[2, 62, 82, 583, 0]","[3, 51, 32, 9878, 0]"
794,"[0, 164, 47, 1192, 0]","[1, 246, 47, 5691, 0]","[2, 215, 93, 1036, 0]","[3, 139, 53, 1436, 0]"
578,"[0, 286, 80, 3363, 0]","[1, 118, 55, 8438, 0]","[2, 270, 19, 1662, 0]","[3, 187, 53, 9655, 0]"
506,"[0, 63, 46, 3218, 0]","[1, 134, 14, 8496, 0]","[2, 254, 73, 1086, 0]","[3, 292, 32, 1475, 0]"
259,"[0, 266, 67, 6248, 0]","[1, 105, 57, 9625, 0]","[2, 67, 75, 3287, 0]","[3, 229, 29, 9046, 0]"
158,"[0, 60, 5, 7374, 0]","[1, 205, 19, 7647, 0]","[2, 139, 40, 6472, 0]","[3, 200, 98, 7017, 0]"
97,"[0, 290, 93, 5859, 0]","[1, 215, 99, 7445, 0]","[2, 281, 77, 4338, 0]","[3, 216, 11, 8695, 0]"
510,"[0, 258, 96, 3598, 0]","[1, 230, 85, 4921, 0]","[2, 264, 59, 2549, 1]","[3, 131, 37, 7314, 0]"
1709,"[0, 228, 52, 1811, 0]","[1, 174, 61, 336, 0]","[2, 297, 43, 5408, 0]","[3, 295, 100, 2922, 0]"
1482,"[0, 131, 82, 3461, 0]","[1, 229, 11, 3949, 0]","[2, 77, 98, 9114, 0]","[3, 87, 70, 6617, 0]"
229,"[0, 229, 48, 3008, 0]","[1, 72, 96, 2808, 0]","[2, 231, 49, 3886, 0]","[3, 237, 96, 6184, 0]"
400,"[0, 121, 63, 7907, 0]","[1, 149, 43, 4623, 0]","[2, 255, 98, 5349, 0]","[3, 126, 51, 3141, 0]"
399,"[0, 82, 4, 605, 0]","[1, 78, 54, 8081, 0]","[2, 255, 4, 183, 0]","[3, 242, 26, 9844, 0]"
243,"[0, 81, 4, 4932, 0]","[1, 70, 43, 5354, 0]","[2, 209, 38, 1978, 0]","[3, 255, 74, 4590, 0]"
242,"[0, 101, 8, 3984, 0]","[1, 168, 49, 5122, 0]","[2, 188, 29, 2287, 0]","[3, 85, 16, 6243, 0]"
241,"[0, 254, 95, 7956, 0]","[1, 211, 97, 4160, 0]","[2, 156, 55, 9445, 0]","[3, 227, 59, 1513, 0]"
396,"[0, 146, 75, 1563, 0]","[1, 144, 43, 4239, 0]","[2, 122, 8, 2778, 0]","[3, 158, 69, 9386, 0]"
395,"[0, 242, 7, 4732, 0]","[1, 120, 61, 9134, 0]","[2, 169, 44, 4918, 0]","[3, 68, 21, 1819, 0]"
1692,"[0, 272, 76, 9719, 0]","[1, 167, 80, 7163, 0]","[2, 170, 1, 9210, 0]","[3, 183, 52, 5090, 0]"
1338,"[0, 60, 32, 4710, 0]","[1, 152, 78, 3786, 0]","[2, 95, 1, 8055, 0]","[3, 262, 97, 9451, 0]"
1341,"[0, 289, 25, 1887, 0]","[1, 257, 41, 2396, 0]","[2, 276, 98, 5491, 0]","[3, 279, 47, 1727, 0]"
301,"[0, 196, 9, 57, 0]","[1, 56, 61, 6544, 0]","[2, 51, 73, 3430, 0]","[3, 299, 71, 5965, 0]"
302,"[0, 85, 72, 7515, 0]","[1, 178, 45, 9952, 0]","[2, 246, 41, 568, 0]","[3, 83, 7, 3835, 0]"
303,"[0, 238, 97, 5943, 0]","[1, 137, 68, 5816, 0]","[2, 206, 79, 5922, 0]","[3, 100, 47, 8711, 0]"
7,"[0, 246, 12, 4435, 0]","[1, 51, 20, 581, 0]","[2, 241, 84, 969, 0]","[3, 167, 75, 1003, 0]"
21,"[0, 85, 92, 4386, 0]","[1, 283, 21, 7546, 0]","[2, 109, 54, 7869, 0]","[3, 253, 73, 623, 0]"
20,"[0, 290, 35, 786, 0]","[1, 51, 7, 6205, 0]","[2, 208, 91, 1067, 0]","[3, 83, 90, 4849, 0]"
19,"[0, 234, 25, 2035, 0]","[1, 151, 17, 8940, 0]","[2, 249, 100, 3310, 0]","[3, 119, 38, 4340, 0]"
76,"[0, 244, 73, 668, 0]","[1, 294, 26, 7864, 0]","[2, 73, 38, 1296, 0]","[3, 139, 39, 1765, 0]"
18,"[0, 112, 52, 5883, 0]","[1, 298, 28, 8843, 0]","[2, 224, 9, 8729, 0]","[3, 101, 44, 3932, 0]"
17,"[0, 240, 26, 4440, 0]","[1, 206, 57, 9153, 0]","[2, 151, 34, 3023, 0]","[3, 129, 44, 4107, 0]"
10,"[0, 153, 12, 4533, 0]","[1, 60, 31, 5232, 0]","[2, 248, 60, 7105, 0]","[3, 188, 83, 8299, 0]"
9,"[0, 245, 83, 7256, 0]","[1, 247, 77, 3183, 0]","[2, 80, 86, 2058, 0]","[3, 94, 69, 7427, 0]"
11,"[0, 174, 86, 9032, 0]","[1, 55, 52, 8475, 0]","[2, 226, 38, 9736, 0]","[3, 85, 27, 5696, 0]"
31,"[0, 234, 29, 9464, 0]","[1, 93, 65, 8955, 0]","[2, 52, 85, 1264, 0]","[3, 59, 14, 311, 0]"
32,"[0, 222, 57, 9185, 0]","[1, 159, 44, 7464, 0]","[2, 176, 79, 3380, 0]","[3, 241, 76, 4158, 0]"
60,"[0, 167, 26, 4534, 0]","[1, 65, 37, 6852, 0]","[2, 150, 79, 5285, 0]","[3, 92, 46, 5742, 0]"
59,"[0, 169, 56, 3251, 0]","[1, 66, 61, 2462, 0]","[2, 213, 85, 2754, 0]","[3, 119, 44, 7030, 0]"
366,"[0, 199, 1, 9012, 0]","[1, 122, 61, 8042, 0]","[2, 264, 71, 1533, 0]","[3, 293, 71, 1603, 0]"
365,"[0, 62, 79, 6870, 0]","[1, 130, 11, 1324, 0]","[2, 211, 61, 4756, 0]","[3, 226, 79, 2112, 0]"
1534,"[0, 250, 98, 2286, 0]","[1, 65, 78, 9138, 0]","[2, 86, 23, 2927, 0]","[3, 213, 84, 6728, 0]"
1394,"[0, 114, 65, 6072, 0]","[1, 199, 73, 435, 0]","[2, 133, 80, 3616, 0]","[3, 116, 16, 739, 0]"
1407,"[0, 246, 1, 8392, 0]","[1, 293, 71, 2842, 0]","[2, 251, 39, 3674, 0]","[3, 213, 96, 9309, 0]"
1521,"[0, 136, 33, 1291, 0]","[1, 250, 45, 8771, 0]","[2, 112, 19, 4862, 0]","[3, 277, 30, 7276, 0]"
1515,"[0, 288, 66, 8526, 0]","[1, 77, 83, 864, 0]","[2, 159, 9, 649, 0]","[3, 254, 9, 7960, 0]"
1164,"[0, 277, 72, 6118, 0]","[1, 224, 82, 5101, 0]","[2, 156, 0, 6854, 0]","[3, 272, 7, 4267, 0]"
1153,"[0, 242, 57, 563, 0]","[1, 271, 53, 1138, 0]","[2, 142, 67, 3717, 0]","[3, 190, 26, 8389, 0]"
640,"[0, 268, 26, 6831, 1]","[1, 276, 25, 1369, 0]","[2, 276, 70, 657, 0]","[3, 114, 65, 7057, 0]"
639,"[0, 216, 57, 468, 0]","[1, 127, 33, 1807, 0]","[2, 167, 53, 9163, 0]","[3, 152, 51, 9252, 0]"
549,"[0, 195, 19, 9621, 0]","[1, 230, 14, 1139, 0]","[2, 101, 38, 1673, 0]","[3, 240, 8, 8357, 0]"
548,"[0, 130, 99, 2532, 0]","[1, 56, 29, 1703, 0]","[2, 99, 40, 2757, 0]","[3, 168, 70, 6862, 0]"
638,"[0, 169, 61, 8183, 0]","[1, 216, 26, 2954, 0]","[2, 295, 8, 5734, 0]","[3, 86, 59, 9716, 0]"
637,"[0, 253, 7, 9867, 0]","[1, 62, 38, 6824, 0]","[2, 266, 45, 4147, 0]","[3, 267, 70, 7978, 0]"
636,"[0, 274, 100, 5269, 0]","[1, 132, 41, 6013, 0]","[2, 262, 10, 8012, 0]","[3, 76, 10, 8802, 0]"
463,"[0, 57, 8, 1460, 0]","[1, 250, 51, 2571, 0]","[2, 80, 77, 4956, 0]","[3, 67, 55, 341, 0]"
462,"[0, 255, 1, 8046, 0]","[1, 123, 59, 2168, 0]","[2, 186, 90, 963, 0]","[3, 245, 13, 3040, 0]"
1223,"[0, 147, 75, 9065, 0]","[1, 227, 49, 6346, 0]","[2, 231, 71, 7478, 0]","[3, 68, 26, 1819, 0]"
1222,"[0, 182, 19, 910, 0]","[1, 120, 62, 7089, 0]","[2, 101, 50, 7979, 0]","[3, 122, 16, 5826, 0]"
276,"[0, 184, 49, 4539, 0]","[1, 104, 82, 7347, 0]","[2, 61, 53, 9988, 0]","[3, 218, 30, 7417, 0]"
1442,"[0, 210, 63, 7517, 0]","[1, 221, 33, 6087, 0]","[2, 122, 3, 8357, 0]","[3, 277, 21, 8485, 0]"
808,"[0, 280, 86, 9024, 0]","[1, 56, 71, 7411, 0]","[2, 178, 75, 7368, 0]","[3, 247, 33, 9274, 0]"
777,"[0, 97, 4, 23, 0]","[1, 153, 78, 1803, 0]","[2, 167, 95, 8559, 0]","[3, 220, 37, 8026, 0]"
1388,"[0, 231, 97, 65, 0]","[1, 160, 18, 7239, 0]","[2, 191, 76, 6322, 0]","[3, 277, 32, 5452, 0]"
1396,"[0, 130, 28, 9878, 0]","[1, 198, 73, 4724, 0]","[2, 243, 48, 9313, 0]","[3, 108, 61, 8120, 0]"
1397,"[0, 188, 20, 7104, 0]","[1, 282, 16, 1995, 0]","[2, 197, 30, 8640, 0]","[3, 234, 49, 2762, 0]"
701,"[0, 123, 61, 5537, 0]","[1, 264, 85, 2754, 0]","[2, 62, 24, 8310, 0]","[3, 83, 23, 3348, 0]"
700,"[0, 138, 84, 445, 0]","[1, 139, 65, 8332, 0]","[2, 134, 26, 9318, 0]","[3, 91, 85, 3060, 0]"
728,"[0, 267, 49, 3128, 0]","[1, 229, 83, 8064, 0]","[2, 209, 80, 4662, 0]","[3, 163, 93, 6380, 0]"
729,"[0, 254, 34, 2120, 0]","[1, 253, 63, 3906, 0]","[2, 131, 26, 6118, 0]","[3, 224, 4, 6462, 0]"
1253,"[0, 116, 80, 514, 0]","[1, 203, 38, 3936, 0]","[2, 127, 38, 3011, 0]","[3, 221, 2, 4529, 0]"
1254,"[0, 144, 41, 4987, 0]","[1, 156, 72, 3047, 0]","[2, 193, 13, 5822, 0]","[3, 289, 74, 2127, 0]"
1197,"[0, 284, 49, 6162, 0]","[1, 61, 58, 7616, 0]","[2, 55, 68, 1629, 0]","[3, 271, 96, 6827, 0]"
1198,"[0, 296, 61, 7323, 0]","[1, 109, 14, 5757, 0]","[2, 115, 53, 3837, 0]","[3, 80, 82, 3495, 0]"
1191,"[0, 199, 54, 6006, 0]","[1, 138, 12, 1740, 0]","[2, 108, 68, 2802, 0]","[3, 88, 37, 7962, 0]"
1350,"[0, 118, 6, 8746, 0]","[1, 151, 63, 5483, 0]","[2, 298, 80, 6135, 0]","[3, 53, 4, 8165, 0]"
655,"[0, 172, 6, 9187, 0]","[1, 138, 43, 4953, 0]","[2, 236, 23, 2750, 0]","[3, 211, 25, 45, 0]"
80,"[0, 70, 34, 495, 0]","[1, 227, 99, 7393, 0]","[2, 202, 65, 91, 0]","[3, 275, 85, 2943, 0]"
81,"[0, 292, 95, 3168, 0]","[1, 284, 87, 9638, 0]","[2, 268, 42, 7274, 0]","[3, 233, 34, 4261, 0]"
82,"[0, 82, 91, 7367, 0]","[1, 91, 94, 8523, 0]","[2, 255, 31, 695, 0]","[3, 220, 12, 3406, 0]"
94,"[0, 190, 48, 4504, 0]","[1, 300, 10, 2643, 0]","[2, 241, 44, 8720, 0]","[3, 183, 23, 8600, 0]"
95,"[0, 225, 100, 7891, 0]","[1, 81, 12, 3332, 0]","[2, 235, 10, 7489, 0]","[3, 255, 84, 3327, 0]"
160,"[0, 243, 45, 8572, 0]","[1, 67, 60, 8779, 0]","[2, 87, 57, 7593, 0]","[3, 294, 71, 6315, 0]"
261,"[0, 277, 41, 8588, 0]","[1, 258, 97, 1146, 0]","[2, 96, 64, 4399, 0]","[3, 132, 54, 5864, 0]"
1066,"[0, 290, 99, 5509, 0]","[1, 173, 97, 725, 0]","[2, 259, 48, 502, 0]","[3, 169, 33, 4233, 0]"
906,"[0, 125, 52, 2619, 0]","[1, 178, 29, 9095, 0]","[2, 229, 43, 7117, 0]","[3, 67, 61, 3549, 0]"
905,"[0, 278, 0, 2875, 0]","[1, 171, 12, 9362, 0]","[2, 269, 70, 4097, 0]","[3, 266, 47, 8303, 0]"
904,"[0, 262, 85, 109, 0]","[1, 80, 12, 2421, 0]","[2, 251, 44, 8408, 0]","[3, 204, 0, 5140, 0]"
902,"[0, 82, 21, 5725, 0]","[1, 150, 24, 3185, 0]","[2, 289, 85, 2434, 0]","[3, 263, 81, 6310, 0]"
901,"[0, 63, 7, 1623, 0]","[1, 257, 12, 971, 0]","[2, 52, 50, 2474, 0]","[3, 51, 35, 332, 0]"
